step,pred_api,gold_api,n_icl,parse_ok,strict_correct,cumulative_regret,mem_size
632,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Live,3,1,0,254.0000,379
633,Football Dolphin%%Head to head statistics,Football Dolphin%%Head to head statistics,3,1,0,255.0000,379
634,JAK_API%%Genshin Impact,JAK_API%%Genshin Impact,3,1,1,255.0000,380
635,Password Generator API%%Password of length 50,Password Generator API%%Base,3,1,0,256.0000,380
636,Football Dolphin%%Head to head statistics,Football Dolphin%%Head to head statistics,3,1,0,257.0000,380
637,colegiosantaana%%Evaluaciones-1,colegiosantaana%%Evaluaciones-1,3,1,1,257.0000,381
638,Numbers%%Get math fact,Numbers%%Get math fact,3,1,1,257.0000,382
639,add_date,add_date,3,1,1,257.0000,383
640,CatchLoc%%[Group Management] API access for modifying group information,PTL%%update,3,1,0,258.0000,383
641,thailand%%thai4,thailand%%thai4,3,1,1,258.0000,384
642,Marvel Vs Capcom 2%%Show Character,Marvel Vs Capcom 2%%Show Character,3,1,1,258.0000,385
643,siteDomain%%language list,siteDomain%%language list,3,1,1,258.0000,386
644,JAK_API%%Brawl Stars,JAK_API%%Brawl Stars,3,1,1,258.0000,387
645,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Live,3,1,0,259.0000,387
646,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Scheduled,3,1,1,259.0000,388
647,CatchLoc%%[Group Management] API access for modifying group information,PTL%%update,3,1,0,260.0000,388
648,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,1,0,261.0000,388
649,Token API%%generate,Token API%%generate,3,1,1,261.0000,389
650,JAK_API%%Brawl Stars,JAK_API%%Brawl Stars,3,1,1,261.0000,390
651,disambiguation,disambiguation,3,1,0,262.0000,390
652,Fluximmo%%get_portail_api,Fluximmo%%get_portail_api,3,1,1,262.0000,391
653,English Talking%%Get an answer,English Talking%%Get an answer,3,1,1,262.0000,392
654,Global Email V4%%Global Email V4,Global Email V4%%Global Email V4,3,1,0,263.0000,392
655,getWolframAlphaResults,search_general,3,1,0,264.0000,392
656,siteDomain%%industry list,search,3,1,0,265.0000,392
657,Soccer Data%%Tournament List,Soccer Data%%Tournament List,3,1,1,265.0000,393
658,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,1,0,266.0000,393
659,None,PTL%%update,3,1,0,267.0000,393
660,GamerPower%%Filter & Group Giveaways,GamerPower%%Filter & Group Giveaways,3,1,0,268.0000,393
661,siteDomain%%industry list,siteDomain%%industry list,3,1,1,268.0000,394
662,disambiguation,disambiguation,3,1,1,268.0000,395
663,Numbers Translator%%Numbers Translator,Numbers Translator%%Numbers Translator,3,1,1,268.0000,396
664,Numbers%%Get math fact,Numbers%%Get math fact,3,1,1,268.0000,397
665,Grup Terbuka%%Kirim Pesan,Grup Terbuka%%Kirim Pesan,3,1,0,269.0000,397
666,get_today_date,get_today_date,3,1,1,269.0000,398
667,get_today_date,get_today_date,3,1,1,269.0000,399
668,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Scheduled,3,1,0,270.0000,399
669,thailand%%thai4,thailand%%thai4,3,1,1,270.0000,400
670,Football Dolphin%%Head to head statistics,Football Dolphin%%Head to head statistics,3,1,0,271.0000,400
671,colegiosantaana%%Disciplina-1,colegiosantaana%%Disciplina-1,3,1,1,271.0000,401
672,Token API%%generate,Token API%%generate,3,1,1,271.0000,402
673,getWolframAlphaResults,search,3,1,0,272.0000,402
674,Places%%Geographic coordinates by placename,Places%%Geographic coordinates by placename,3,1,1,272.0000,403
675,colegiosantaana%%Disciplina-1,colegiosantaana%%Disciplina-1,3,1,1,272.0000,404
676,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,1,272.0000,405
677,search_places,search_places,3,1,1,272.0000,406
678,Fluximmo%%get_portail_api,Fluximmo%%get_portail_api,3,1,1,272.0000,407
679,forecast_weather,Weather_dataSet%%Weather_dataSet,3,1,0,273.0000,407
680,disambiguation,disambiguation,3,1,1,273.0000,408
681,CatchLoc%%[Group Management] API access for modifying group information,PTL%%update,3,1,0,274.0000,408
682,JAK_API%%Ben 10,JAK_API%%Ben 10,3,1,1,274.0000,409
683,add_date,add_date,3,1,1,274.0000,410
684,getWolframAlphaResults,search_general,3,1,0,275.0000,410
685,siteDomain%%language list,siteDomain%%language list,3,1,1,275.0000,411
686,colegiosantaana%%Disciplina-1,colegiosantaana%%Disciplina-1,3,1,1,275.0000,412
687,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,1,1,275.0000,413
688,add_date,add_date,3,1,1,275.0000,414
689,Car database%%Models,Car database%%Makes,3,1,0,276.0000,414
690,search_places,search_places,3,1,0,277.0000,414
691,Password Generator API%%Password of length 50,Password Generator API%%Base,3,1,0,278.0000,414
692,Fluximmo%%get_portail_api,Fluximmo%%get_portail_api,3,1,1,278.0000,415
693,colegiosantaana%%Evaluaciones-1,colegiosantaana%%Evaluaciones-1,3,1,1,278.0000,416
694,Global Email V4%%Global Email V4,Global Email V4%%Global Email V4,3,1,0,279.0000,416
695,get_weather_today,get_weather_today,3,1,1,279.0000,417
696,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,1,0,280.0000,417
697,Numbers%%Get math fact,Numbers%%Get math fact,3,1,1,280.0000,418
698,Password Generator API%%Password of length 50,Password Generator API%%Password of length 50,3,1,1,280.0000,419
699,search_places,search_places,3,1,0,281.0000,419
700,thailand%%thai4,thailand%%thai4,3,1,1,281.0000,420
701,search,search_general,3,1,0,282.0000,420
702,get_weather_today,get_weather_today,3,1,1,282.0000,421
703,GamerPower%%Filter & Group Giveaways,GamerPower%%Filter & Group Giveaways,3,1,0,283.0000,421
704,pizzaallapala%%Get Producto Promo,pizzaallapala%%Get Producto Promo,3,1,1,283.0000,422
705,Token API%%generate,Token API%%generate,3,1,1,283.0000,423
706,siteDomain%%language list,siteDomain%%language list,3,1,1,283.0000,424
707,Grup Terbuka%%Kirim Pesan,Grup Terbuka%%Kirim Pesan,3,1,0,284.0000,424
708,CatchLoc%%[Group Management] API access for modifying group information,CatchLoc%%[Group Management] API access for modifying group information,3,1,1,284.0000,425
709,Password Generator API%%Base,Password Generator API%%Base,3,1,1,284.0000,426
710,get_today_date,get_today_date,3,1,1,284.0000,427
711,BART%%Advisory information,BART%%Advisory information,3,1,0,285.0000,427
712,Marvel Vs Capcom 2%%All Characters,Marvel Vs Capcom 2%%All Characters,3,1,1,285.0000,428
713,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,1,1,285.0000,429
714,search,search_general,3,1,0,286.0000,429
715,F1 Latest News%%GET recent F1 news from all sources,F1 Latest News%%GET recent F1 news from all sources,3,1,1,286.0000,430
716,Stadia Maps Time Zone API%%TZ Lookup by Location,Stadia Maps Time Zone API%%TZ Lookup by Location,3,1,1,286.0000,431
717,get_weather_today,get_weather_today,3,1,1,286.0000,432
718,MikuAPI%%getRandomImage,MikuAPI%%getRandomImage,3,1,1,286.0000,433
719,Password Generator API%%Password of length 50,Password Generator API%%Base,3,1,0,287.0000,433
720,Global Email V4%%Global Email V4,Global Email V4%%Global Email V4,3,1,0,288.0000,433
721,getWolframAlphaResults,search_general,3,1,0,289.0000,433
722,forecast_weather,forecast_weather,3,1,0,290.0000,433
723,Car database%%Models,Car database%%Makes,3,1,0,291.0000,433
724,get_weather_today,get_weather_today,3,1,1,291.0000,434
725,Global Email V4%%Global Email V4,Global Email V4%%Global Email V4,3,1,0,292.0000,434
726,Password Generator API%%Password of length 50,Password Generator API%%Password of length 50,3,1,1,292.0000,435
727,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Live,3,1,0,293.0000,435
728,Football Dolphin%%Head to head statistics,Football Dolphin%%Head to head statistics,3,1,0,294.0000,435
729,CatchLoc%%[Group Management] API access for modifying group information,CatchLoc%%[Group Management] API access for modifying group information,3,1,1,294.0000,436
730,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Ingles,3,1,0,295.0000,436
731,colegiosantaana%%Mensajes-2,colegiosantaana%%Mensajes-1,3,1,0,296.0000,436
732,Soccer Data%%Tournament List,Soccer Data%%Tournament List,3,1,1,296.0000,437
733,siteDomain%%industry list,siteDomain%%industry list,3,1,0,297.0000,437
734,Car database%%Models,Car database%%Makes,3,1,0,298.0000,437
735,Password Generator API%%Password of length 50,Password Generator API%%Password of length 50,3,1,1,298.0000,438
736,JAK_API%%Ben 10,JAK_API%%Ben 10,3,1,1,298.0000,439
737,Password Generator API%%Password of length 50,Password Generator API%%Base,3,1,0,299.0000,439
738,get_today_date,get_today_date,3,1,1,299.0000,440
739,Soccer Data%%Tournament List,Soccer Data%%Tournament List,3,1,1,299.0000,441
740,siteDomain%%language list,Global Email V4%%Global Email V4,3,1,0,300.0000,441
741,disambiguation,disambiguation,3,1,0,301.0000,441
742,Marvel Vs Capcom 2%%Show Character,Marvel Vs Capcom 2%%Show Character,3,1,1,301.0000,442
743,Numbers%%Get math fact,Numbers%%Get math fact,3,1,1,301.0000,443
744,Password Generator API%%Password of length 50,Password Generator API%%Base,3,1,0,302.0000,443
745,F1 Latest News%%GET recent F1 news from all sources,F1 Latest News%%GET recent F1 news from all sources,3,1,1,302.0000,444
746,thailand%%thai4,thailand%%thai4,3,1,1,302.0000,445
747,Password Generator API%%Password of length 50,Password Generator API%%Password of length 50,3,1,0,303.0000,445
748,siteDomain%%industry list,search,3,1,0,304.0000,445
749,siteDomain%%industry list,siteDomain%%industry list,3,1,0,305.0000,445
