step,pred_api,gold_api,n_icl,strict_correct,cumulative_regret,mem_size
665,Grup Terbuka%%Kirim Pesan,Grup Terbuka%%Kirim Pesan,3,0,256.0000,427
666,get_today_date,get_today_date,3,1,256.0000,428
667,get_today_date,get_today_date,3,1,256.0000,429
668,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Scheduled,3,0,257.0000,429
669,thailand%%thai4,thailand%%thai4,3,1,257.0000,430
670,Football Dolphin%%Head to head statistics,Football Dolphin%%Head to head statistics,3,0,258.0000,430
671,colegiosantaana%%Disciplina-1,colegiosantaana%%Disciplina-1,3,1,258.0000,431
672,Token API%%generate,Token API%%generate,3,1,258.0000,432
673,getWolframAlphaResults,search,3,0,259.0000,432
674,Places%%Geographic coordinates by placename,Places%%Geographic coordinates by placename,3,1,259.0000,433
675,colegiosantaana%%Disciplina-1,colegiosantaana%%Disciplina-1,3,1,259.0000,434
676,JAK_API%%Miraculous,JAK_API%%Miraculous,3,1,259.0000,435
677,search_places,search_places,3,1,259.0000,436
678,Fluximmo%%get_portail_api,Fluximmo%%get_portail_api,3,1,259.0000,437
679,forecast_weather,Weather_dataSet%%Weather_dataSet,3,0,260.0000,437
680,disambiguation,disambiguation,3,1,260.0000,438
681,PTL%%update,PTL%%update,3,0,261.0000,438
682,JAK_API%%Ben 10,JAK_API%%Ben 10,3,1,261.0000,439
683,add_date,add_date,3,1,261.0000,440
684,getWolframAlphaResults,search_general,3,0,262.0000,440
685,siteDomain%%language list,siteDomain%%language list,3,1,262.0000,441
686,colegiosantaana%%Disciplina-1,colegiosantaana%%Disciplina-1,3,1,262.0000,442
687,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,1,262.0000,443
688,add_date,add_date,3,1,262.0000,444
689,Car database%%Makes,Car database%%Makes,3,1,262.0000,445
690,search_places,search_places,3,0,263.0000,445
691,Password Generator API%%Password of length 50,Password Generator API%%Base,3,0,264.0000,445
692,Fluximmo%%get_portail_api,Fluximmo%%get_portail_api,3,1,264.0000,446
693,colegiosantaana%%Evaluaciones-1,colegiosantaana%%Evaluaciones-1,3,1,264.0000,447
694,Global Email V4%%Global Email V4,Global Email V4%%Global Email V4,3,0,265.0000,447
695,get_weather_today,get_weather_today,3,1,265.0000,448
696,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,0,266.0000,448
697,Numbers%%Get math fact,Numbers%%Get math fact,3,1,266.0000,449
698,Password Generator API%%Password of length 50,Password Generator API%%Password of length 50,3,1,266.0000,450
699,search_places,search_places,3,0,267.0000,450
700,thailand%%thai4,thailand%%thai4,3,1,267.0000,451
701,search,search_general,3,0,268.0000,451
702,get_weather_today,get_weather_today,3,1,268.0000,452
703,GamerPower%%Filter & Group Giveaways,GamerPower%%Filter & Group Giveaways,3,0,269.0000,452
704,pizzaallapala%%Get Producto Promo,pizzaallapala%%Get Producto Promo,3,1,269.0000,453
705,Token API%%generate,Token API%%generate,3,1,269.0000,454
706,siteDomain%%language list,siteDomain%%language list,3,1,269.0000,455
707,Grup Terbuka%%Kirim Pesan,Grup Terbuka%%Kirim Pesan,3,0,270.0000,455
708,CatchLoc%%[Group Management] API access for modifying group information,CatchLoc%%[Group Management] API access for modifying group information,3,1,270.0000,456
709,Password Generator API%%Password of length 50,Password Generator API%%Base,3,0,271.0000,456
710,get_today_date,get_today_date,3,1,271.0000,457
711,BART%%Advisory information,BART%%Advisory information,3,0,272.0000,457
712,Marvel Vs Capcom 2%%All Characters,Marvel Vs Capcom 2%%All Characters,3,1,272.0000,458
713,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,3,1,272.0000,459
714,search,search_general,3,0,273.0000,459
715,F1 Latest News%%GET recent F1 news from all sources,F1 Latest News%%GET recent F1 news from all sources,3,1,273.0000,460
716,Stadia Maps Time Zone API%%TZ Lookup by Location,Stadia Maps Time Zone API%%TZ Lookup by Location,3,1,273.0000,461
717,get_weather_today,get_weather_today,3,1,273.0000,462
718,MikuAPI%%getRandomImage,MikuAPI%%getRandomImage,3,1,273.0000,463
719,Password Generator API%%Password of length 50,Password Generator API%%Base,3,0,274.0000,463
720,Global Email V4%%Global Email V4,Global Email V4%%Global Email V4,3,0,275.0000,463
721,getWolframAlphaResults,search_general,3,0,276.0000,463
722,forecast_weather,forecast_weather,3,0,277.0000,463
723,Car database%%Makes,Car database%%Makes,3,1,277.0000,464
724,get_weather_today,get_weather_today,3,1,277.0000,465
725,Global Email V4%%Global Email V4,Global Email V4%%Global Email V4,3,0,278.0000,465
726,Password Generator API%%Password of length 50,Password Generator API%%Password of length 50,3,1,278.0000,466
727,Handball Data%%Daily Match List-Scheduled,Handball Data%%Daily Match List-Live,3,0,279.0000,466
728,Football Dolphin%%Head to head statistics,Football Dolphin%%Head to head statistics,3,0,280.0000,466
729,CatchLoc%%[Group Management] API access for modifying group information,CatchLoc%%[Group Management] API access for modifying group information,3,1,280.0000,467
730,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Español,NumbersToLetters%%Convertir cantidad a letra Moneda MXN Ingles,3,0,281.0000,467
731,colegiosantaana%%Mensajes-1,colegiosantaana%%Mensajes-1,3,1,281.0000,468
732,Soccer Data%%Tournament List,Soccer Data%%Tournament List,3,1,281.0000,469
733,siteDomain%%industry list,siteDomain%%industry list,3,0,282.0000,469
734,Car database%%Makes,Car database%%Makes,3,1,282.0000,470
735,Password Generator API%%Password of length 50,Password Generator API%%Password of length 50,3,1,282.0000,471
736,JAK_API%%Ben 10,JAK_API%%Ben 10,3,1,282.0000,472
737,Password Generator API%%Password of length 50,Password Generator API%%Base,3,0,283.0000,472
738,get_today_date,get_today_date,3,1,283.0000,473
739,Soccer Data%%Tournament List,Soccer Data%%Tournament List,3,1,283.0000,474
740,siteDomain%%industry list,Global Email V4%%Global Email V4,3,0,284.0000,475
741,disambiguation,disambiguation,3,0,285.0000,475
742,Marvel Vs Capcom 2%%Show Character,Marvel Vs Capcom 2%%Show Character,3,1,285.0000,476
743,Numbers%%Get math fact,Numbers%%Get math fact,3,1,285.0000,477
744,Password Generator API%%Password of length 50,Password Generator API%%Base,3,0,286.0000,477
745,F1 Latest News%%GET recent F1 news from all sources,F1 Latest News%%GET recent F1 news from all sources,3,1,286.0000,478
746,thailand%%thai4,thailand%%thai4,3,1,286.0000,479
747,Password Generator API%%Password of length 50,Password Generator API%%Password of length 50,3,0,287.0000,479
748,search_places,search,3,0,288.0000,479
749,siteDomain%%industry list,siteDomain%%industry list,3,0,289.0000,479
