step,problem_id,n_icl,greedy_reward,cumulative_regret,accepted_into_mem,kl_loss_batch,batch_idx
992,abc309_a,3,1.0000,557.7333,1,0.027864,99
993,3026,3,1.0000,557.7333,1,0.027864,99
994,2849,3,0.0000,557.7333,1,0.027864,99
995,2892,3,0.5000,557.7333,1,0.027864,99
996,abc375_b,3,0.0000,557.7333,1,0.027864,99
997,abc302_a,3,1.0000,557.7333,1,0.027864,99
998,3479,3,1.0000,557.7333,1,0.027864,99
999,abc338_b,3,1.0000,557.7333,1,0.027864,99
1000,abc387_a,3,1.0000,562.7333,1,0.021754,100
1001,abc391_a,3,1.0000,562.7333,1,0.021754,100
1002,abc369_d,3,0.0000,562.7333,1,0.021754,100
1003,abc370_e,3,0.0000,562.7333,1,0.021754,100
1004,3648,3,0.0000,562.7333,1,0.021754,100
1005,abc324_b,3,1.0000,562.7333,1,0.021754,100
1006,3430,3,1.0000,562.7333,1,0.021754,100
1007,2952,3,0.5000,562.7333,1,0.021754,100
1008,abc341_d,3,0.0000,562.7333,1,0.021754,100
1009,abc397_e,3,0.5000,562.7333,1,0.021754,100
1010,3731,3,1.0000,567.1500,1,0.018970,101
1011,3192,3,1.0000,567.1500,1,0.018970,101
1012,abc363_b,3,0.3333,567.1500,1,0.018970,101
1013,3374,3,0.0000,567.1500,1,0.018970,101
1014,abc378_c,3,0.0000,567.1500,1,0.018970,101
1015,2847,3,1.0000,567.1500,1,0.018970,101
1016,3608,3,0.0000,567.1500,1,0.018970,101
1017,abc318_a,3,1.0000,567.1500,1,0.018970,101
1018,abc366_g,3,0.2500,567.1500,1,0.018970,101
1019,abc334_b,3,1.0000,567.1500,1,0.018970,101
1020,3699,3,0.0000,572.4833,1,0.020741,102
1021,abc337_d,3,0.0000,572.4833,1,0.020741,102
1022,3045,3,0.6667,572.4833,1,0.020741,102
1023,abc384_b,3,1.0000,572.4833,1,0.020741,102
1024,3347,3,1.0000,572.4833,1,0.020741,102
1025,3776,3,0.0000,572.4833,1,0.020741,102
1026,3528,3,0.0000,572.4833,1,0.020741,102
1027,abc352_b,3,0.0000,572.4833,1,0.020741,102
1028,abc327_c,3,1.0000,572.4833,1,0.020741,102
1029,3736,3,1.0000,572.4833,1,0.020741,102
1030,3540,3,1.0000,576.9833,1,0.015795,103
1031,3690,3,0.3333,576.9833,1,0.015795,103
1032,abc329_a,3,1.0000,576.9833,1,0.015795,103
1033,2755,3,1.0000,576.9833,1,0.015795,103
1034,3442,3,0.0000,576.9833,1,0.015795,103
1035,abc393_d,3,0.3333,576.9833,1,0.015795,103
1036,abc354_d,3,0.0000,576.9833,1,0.015795,103
1037,3632,3,0.5000,576.9833,1,0.015795,103
1038,abc346_d,3,0.3333,576.9833,1,0.015795,103
1039,2868,3,1.0000,576.9833,1,0.015795,103
1040,3717,3,0.0000,582.2333,1,0.015164,104
1041,3373,3,1.0000,582.2333,1,0.015164,104
1042,abc354_b,3,1.0000,582.2333,1,0.015164,104
1043,abc301_b,3,1.0000,582.2333,1,0.015164,104
1044,2878,3,0.5000,582.2333,1,0.015164,104
1045,2883,3,0.0000,582.2333,1,0.015164,104
1046,3620,3,0.0000,582.2333,1,0.015164,104
1047,3298,3,0.0000,582.2333,1,0.015164,104
1048,abc304_c,3,1.0000,582.2333,1,0.015164,104
1049,abc321_b,3,0.2500,582.2333,1,0.015164,104
1050,3334,3,1.0000,582.5667,1,0.015821,105
1051,3429,3,1.0000,582.5667,1,0.015821,105
1052,abc365_c,3,0.6667,582.5667,1,0.015821,105
1053,2857,3,1.0000,582.5667,1,0.015821,105
1054,abc308_b,3,1.0000,582.5667,1,0.015821,105
