step,problem_id,reward,cumulative_regret,accuracy,n_examples,memory_size,cached
1004,3648,0.0000,582.7500,0.5542,3,428,0
1005,abc324_b,1.0000,582.7500,0.5547,3,429,1
1006,3430,0.0000,583.7500,0.5541,3,429,0
1007,2952,0.0000,584.7500,0.5536,3,429,0
1008,abc341_d,0.0000,585.7500,0.5530,3,429,0
1009,abc397_e,0.5000,586.2500,0.5535,3,430,1
1010,3731,1.0000,586.2500,0.5539,3,431,1
1011,3192,0.0000,587.2500,0.5534,3,431,0
1012,abc363_b,0.3333,587.9167,0.5538,3,431,0
1013,3374,1.0000,587.9167,0.5542,3,432,1
1014,abc378_c,0.0000,588.9167,0.5537,3,432,0
1015,2847,0.0000,589.9167,0.5531,3,432,0
1016,3608,0.0000,590.9167,0.5526,3,432,0
1017,abc318_a,1.0000,590.9167,0.5530,3,433,1
1018,abc366_g,0.2500,591.6667,0.5535,3,433,0
1019,abc334_b,1.0000,591.6667,0.5539,3,434,1
1020,3699,0.0000,592.6667,0.5534,3,434,0
1021,abc337_d,0.2500,593.4167,0.5538,3,434,0
1022,3045,1.0000,593.4167,0.5543,3,435,1
1023,abc384_b,1.0000,593.4167,0.5547,3,436,1
1024,3347,1.0000,593.4167,0.5551,3,437,1
1025,3776,1.0000,593.4167,0.5556,3,438,1
1026,3528,0.0000,594.4167,0.5550,3,438,0
1027,abc352_b,1.0000,594.4167,0.5554,3,439,1
1028,abc327_c,1.0000,594.4167,0.5559,3,440,1
1029,3736,0.6667,594.7500,0.5563,3,441,1
1030,3540,1.0000,594.7500,0.5567,3,442,1
1031,3690,0.6667,595.0833,0.5572,3,443,1
1032,abc329_a,1.0000,595.0833,0.5576,3,444,1
1033,2755,0.0000,596.0833,0.5571,3,444,0
1034,3442,0.0000,597.0833,0.5565,3,444,0
1035,abc393_d,0.3333,597.7500,0.5569,3,444,0
1036,abc354_d,0.0000,598.7500,0.5564,3,444,0
1037,3632,0.5000,599.2500,0.5568,3,445,1
1038,abc346_d,0.3333,599.9167,0.5573,3,445,0
1039,2868,0.5000,600.4167,0.5577,3,446,1
1040,3717,0.0000,601.4167,0.5572,3,446,0
1041,3373,1.0000,601.4167,0.5576,3,447,1
1042,abc354_b,1.0000,601.4167,0.5580,3,448,1
1043,abc301_b,1.0000,601.4167,0.5584,3,449,1
1044,2878,0.5000,601.9167,0.5589,3,450,1
1045,2883,0.3333,602.5833,0.5593,3,450,0
1046,3620,0.0000,603.5833,0.5587,3,450,0
1047,3298,0.0000,604.5833,0.5582,3,450,0
1048,abc304_c,0.3333,605.2500,0.5586,3,450,0
1049,abc321_b,0.2500,606.0000,0.5590,3,450,0
1050,3334,0.0000,607.0000,0.5585,3,450,0
1051,3429,1.0000,607.0000,0.5589,3,451,1
1052,abc365_c,1.0000,607.0000,0.5594,3,452,1
1053,2857,1.0000,607.0000,0.5598,3,453,1
1054,abc308_b,0.5000,607.5000,0.5602,3,454,1
