step,problem_id,reward,cumulative_regret,accuracy,n_examples,memory_size,cached
1004,3648,0.0000,665.2667,0.4587,0,341,0
1005,abc324_b,1.0000,665.2667,0.4592,0,342,1
1006,3430,0.0000,666.2667,0.4588,0,342,0
1007,2952,0.5000,666.7667,0.4593,0,343,1
1008,abc341_d,0.3333,667.4333,0.4599,0,343,0
1009,abc397_e,0.5000,667.9333,0.4604,0,344,1
1010,3731,0.0000,668.9333,0.4599,0,344,0
1011,3192,0.0000,669.9333,0.4595,0,344,0
1012,abc363_b,0.3333,670.6000,0.4600,0,344,0
1013,3374,0.0000,671.6000,0.4596,0,344,0
1014,abc378_c,0.0000,672.6000,0.4591,0,344,0
1015,2847,0.0000,673.6000,0.4587,0,344,0
1016,3608,0.0000,674.6000,0.4582,0,344,0
1017,abc318_a,1.0000,674.6000,0.4587,0,345,1
1018,abc366_g,0.0000,675.6000,0.4583,0,345,0
1019,abc334_b,1.0000,675.6000,0.4588,0,346,1
1020,3699,0.0000,676.6000,0.4584,0,346,0
1021,abc337_d,0.2500,677.3500,0.4589,0,346,0
1022,3045,0.0000,678.3500,0.4585,0,346,0
1023,abc384_b,1.0000,678.3500,0.4590,0,347,1
1024,3347,0.0000,679.3500,0.4585,0,347,0
1025,3776,0.0000,680.3500,0.4581,0,347,0
1026,3528,0.0000,681.3500,0.4576,0,347,0
1027,abc352_b,0.3333,682.0167,0.4582,0,347,0
1028,abc327_c,1.0000,682.0167,0.4587,0,348,1
1029,3736,1.0000,682.0167,0.4592,0,349,1
1030,3540,1.0000,682.0167,0.4597,0,350,1
1031,3690,0.6667,682.3500,0.4603,0,351,1
1032,abc329_a,1.0000,682.3500,0.4608,0,352,1
1033,2755,1.0000,682.3500,0.4613,0,353,1
1034,3442,0.0000,683.3500,0.4609,0,353,0
1035,abc393_d,0.3333,684.0167,0.4614,0,353,0
1036,abc354_d,0.0000,685.0167,0.4609,0,353,0
1037,3632,0.0000,686.0167,0.4605,0,353,0
1038,abc346_d,0.0000,687.0167,0.4601,0,353,0
1039,2868,0.0000,688.0167,0.4596,0,353,0
1040,3717,0.0000,689.0167,0.4592,0,353,0
1041,3373,0.5000,689.5167,0.4597,0,354,1
1042,abc354_b,0.0000,690.5167,0.4593,0,354,0
1043,abc301_b,1.0000,690.5167,0.4598,0,355,1
1044,2878,0.5000,691.0167,0.4603,0,356,1
1045,2883,0.0000,692.0167,0.4598,0,356,0
1046,3620,0.0000,693.0167,0.4594,0,356,0
1047,3298,0.0000,694.0167,0.4590,0,356,0
1048,abc304_c,1.0000,694.0167,0.4595,0,357,1
1049,abc321_b,0.2500,694.7667,0.4600,0,357,0
1050,3334,0.0000,695.7667,0.4596,0,357,0
1051,3429,0.0000,696.7667,0.4591,0,357,0
1052,abc365_c,1.0000,696.7667,0.4596,0,358,1
1053,2857,0.0000,697.7667,0.4592,0,358,0
1054,abc308_b,0.0000,698.7667,0.4588,0,358,0
