step,problem_id,pred,label,correct,cumulative_regret
983,983,"No other actors were mentioned in the context for the movie 'Passengers' besides Jennifer Lawrence, Chris Pratt, Michael Sheen, and Laurence Fishburne.",Gene Serdena,0,463.0000
984,984,44,44,1,463.0000
985,985,Big 12 Conference,Big 12 Conference,1,463.0000
986,986,No,no,1,463.0000
987,987,2.1 million,2.1 million,1,463.0000
988,988,Allerdale,"the Borough of Allerdale in Cumbria, England",0,464.0000
989,989,No,yes,0,465.0000
990,990,"September 30, 2017","September 30, 2017",1,465.0000
991,991,Brazil,Brazil,1,465.0000
992,992,Brad Wilk,Brad Wilk,1,465.0000
993,993,Bob Iger,Robert A. Iger,0,466.0000
994,994,Yes,yes,1,466.0000
995,995,"Benj Pasek and Justin Paul, known together as Pasek and Paul",Pasek and Paul,0,467.0000
996,996,"Queens, New York","Queens, New York",1,467.0000
997,997,Scribner,Scribner,1,467.0000
998,998,1969-1974,1969 until 1974,0,468.0000
999,999,The Soloist,The Soloist,1,468.0000
1000,1000,Epigaea,Bactris,0,469.0000
1001,1001,Center,Canadian professional ice hockey centre,0,470.0000
1002,1002,Both Mount Ida and Rhea are associated with the mother goddess in pre-Greek myth.,Greek mythology,0,471.0000
1003,1003,Apatosaurus,Apatosaurus,1,471.0000
1004,1004,Armenian,Armenian,1,471.0000
1005,1005,1.95 m,1.95 m,1,471.0000
1006,1006,Essex,Essex,1,471.0000
1007,1007,Paula Patton,Paula Maxine Patton,0,472.0000
1008,1008,State University of New York Upstate Medical University,University of New York Upstate,0,473.0000
1009,1009,28 June 1945,28 June 1945,1,473.0000
1010,1010,Bottom of the World,The Bye Bye Man,0,474.0000
1011,1011,Catwoman,Catwoman,1,474.0000
1012,1012,Yes,no,0,475.0000
1013,1013,military officer,officer,0,476.0000
1014,1014,119 minutes,119 minutes,1,476.0000
1015,1015,No,no,1,476.0000
1016,1016,Academy Award for Best Animated Feature,Academy Award for Best Animated Feature,1,476.0000
1017,1017,lifestyle and women's,fortnightly women interest magazine,0,477.0000
1018,1018,"She translated and commented on Isaac Newton's book ""Principia,"" including a postulate of an additional conservation law for total energy.","commentary on Isaac Newton's book ""Principia""",0,478.0000
1019,1019,Katherine Harris,Katherine Harris,1,478.0000
1020,1020,Hessians,Hessians,1,478.0000
1021,1021,Tori Amos,Tori Amos,1,478.0000
1022,1022,Gal Gadot,Gal Gadot,1,478.0000
1023,1023,"March 13, 2013","March 13, 2013",1,478.0000
1024,1024,Rich Girl,"""Rich Girl""",1,478.0000
1025,1025,Philip Glass,Philip Morris Glass,0,479.0000
1026,1026,Bolshoi Theatre,Bolshoi Theatre,1,479.0000
1027,1027,1957,1957,1,479.0000
1028,1028,Fish Karma,racehorse breeder and owner,0,480.0000
1029,1029,Ajax Amsterdam,Tel Aviv,0,481.0000
1030,1030,2009,1976,0,482.0000
1031,1031,personal care products,natural-ingredients-only personal care products,0,483.0000
1032,1032,musical,musical,1,483.0000
1033,1033,24,13,0,484.0000
1034,1034,March and April 1968,1968,0,485.0000
1035,1035,Phil Spector,Phil Spector,1,485.0000
1036,1036,"Jamaican musician, singer, and songwriter","musician, singer, and songwriter",0,486.0000
1037,1037,Sir Syed University of Engineering and Technology,Sir Syed University of Engineering and Technology,1,486.0000
1038,1038,young superheroes,focus on young superheroes,0,487.0000
1039,1039,2005,2006,0,488.0000
1040,1040,Portal A Interactive,Portal A Interactive,1,488.0000
1041,1041,Cyclic Defrost,Cyclic Defrost,1,488.0000
1042,1042,2006,2006,1,488.0000
1043,1043,British Expeditionary Force,British Army,0,489.0000
1044,1044,Hard Rock Stadium,"Miami Gardens, Florida,",0,490.0000
1045,1045,The 'Amsterdam Polka',Polka,0,491.0000
1046,1046,Lithuanian,Lithuanian-born French,0,492.0000
1047,1047,Tampa,Tampa,1,492.0000
1048,1048,Yes,no,0,493.0000
1049,1049,"Stapleton Cotton, 1st Viscount Combermere",Lord Combermere,0,494.0000
1050,1050,Citizens for a Sound Economy,Citizens for a Sound Economy,1,494.0000
1051,1051,Los Angeles Lakers,Los Angeles Lakers,1,494.0000
1052,1052,Eliot Cutler,Eliot Cutler,1,494.0000
1053,1053,American,American,1,494.0000
1054,1054,British,German,0,495.0000
1055,1055,anabolic-androgenic steroid,Anabolic steroids,0,496.0000
1056,1056,R-8,The R-8 Human Rhythm Composer,0,497.0000
1057,1057,J. M. Barrie,Edward Franklin Albee III,0,498.0000
1058,1058,Berserk: The Golden Age Arc III - The Advent,Transporter 3,0,499.0000
1059,1059,Royal Navy,Navy,0,500.0000
1060,1060,Strange Synergy,Strange Synergy,1,500.0000
1061,1061,"Port Moresby, Papua New Guinea","Port Moresby, Papua New Guinea",1,500.0000
1062,1062,Jean-Loup Chrétien,Jean-Loup Jacques Marie Chrétien,0,501.0000
1063,1063,Jackson Storm,Jackson Storm,1,501.0000
1064,1064,My Cat from Hell,My Cat from Hell,1,501.0000
1065,1065,No,no,1,501.0000
1066,1066,Northrop F-15 Reporter,The Northrop P-61 Black Widow,0,502.0000
1067,1067,Gauteng,Gauteng province,0,503.0000
1068,1068,1944,1944,1,503.0000
1069,1069,Garth Jennings,Garth Jennings,1,503.0000
1070,1070,No,yes,0,504.0000
1071,1071,Salvia,Salvia,1,504.0000
1072,1072,"450,000","about 450,000",0,505.0000
1073,1073,Roseanne O'Donnell,Rosie O'Donnell,0,506.0000
1074,1074,215th,215th,1,506.0000
1075,1075,Erika Jayne,Erika Jayne,1,506.0000
1076,1076,Plato,Plato,1,506.0000
1077,1077,board games,board game,0,507.0000
1078,1078,aging issues,aging issues,1,507.0000
1079,1079,Angiotensin,zona glomerulosa,0,508.0000
1080,1080,Europe,Europe,1,508.0000
1081,1081,Yes,yes,1,508.0000
1082,1082,Guthred,Guthred or Guthfrith,0,509.0000
1083,1083,7 October 1978,7 October 1978,1,509.0000
1084,1084,1963 to 1991,1963 to 1991,1,509.0000
1085,1085,South African,South African-born,0,510.0000
1086,1086,David Dunn,David Dunn,1,510.0000
1087,1087,action films,martial arts action films,0,511.0000
1088,1088,Yes,yes,1,511.0000
1089,1089,Arizona State Sun Devils,Arizona State Sun Devils,1,511.0000
1090,1090,Daniel Sturridge,Daniel Sturridge,1,511.0000
1091,1091,110 miles (177 km),110 miles,0,512.0000
1092,1092,Bill McCutcheon,Bill McCutcheon,1,512.0000
1093,1093,"VH1's ""100 Greatest Artists of Hard Rock""",100 Greatest Artists of Hard Rock,0,513.0000
1094,1094,"Nebula Award, Philip K. Dick Award, Hugo Award","Nebula Award, the Philip K. Dick Award, and the Hugo Award",0,514.0000
1095,1095,I.O.U.S.A.,I.O.U.S.A.,1,514.0000
1096,1096,"Dorothy Tangney, Bronwyn Bishop",Kathryn Jean Martin,0,515.0000
1097,1097,Yes,yes,1,515.0000
1098,1098,Yes,yes,1,515.0000
1099,1099,Joel Embiid,The Process,0,516.0000
1100,1100,Game of Thrones,Game of Thrones,1,516.0000
1101,1101,"35,124","35,124",1,516.0000
1102,1102,2003,in 1896,0,517.0000
1103,1103,Boyd Gaming,Boyd Gaming,1,517.0000
1104,1104,"The Pale, the anglicized part of Ireland.",the east of Ireland,0,518.0000
1105,1105,Massive Entertainment,Massive Entertainment,1,518.0000
1106,1106,Walt Disney Productions,Disney,0,519.0000
1107,1107,Oregon Ducks,Oregon Ducks football,0,520.0000
1108,1108,town meeting legislative body,town meeting legislative body,1,520.0000
1109,1109,Vib Gyor,"Vib Gyor was a band that was formed in Leeds, England.",0,521.0000
1110,1110,Start,IK Start,0,522.0000
1111,1111,Viscount Cranborne,Viscount Cranborne,1,522.0000
1112,1112,No,no,1,522.0000
1113,1113,Las Vegas,Las Vegas,1,522.0000
1114,1114,New Orleans,Louisiana.,0,523.0000
1115,1115,University of Vienna,University of Vienna,1,523.0000
1116,1116,Paleo-Indians,Paleo-Indians,1,523.0000
1117,1117,22 November 1761,22 November,0,524.0000
1118,1118,No,no,1,524.0000
1119,1119,James Franco,James Franco,1,524.0000
1120,1120,Alexander Porfiryevich Borodin,Alexander Porfiryevich Borodin,1,524.0000
1121,1121,Film critic,author,0,525.0000
1122,1122,No,no,1,525.0000
1123,1123,Dana Fox,Dana Fox,1,525.0000
1124,1124,The Staten Island Catapult,"Frida, en trotjänarinna",0,526.0000
1125,1125,Jordan Peele and Alex Rubens,Jordan Peele,0,527.0000
1126,1126,WAMC Public Radio,WAMC,0,528.0000
1127,1127,William Bonfield,Alistair Grant,0,529.0000
1128,1128,genus,genus,1,529.0000
1129,1129,"Lowe's Companies, Inc.",Lowe's,0,530.0000
1130,1130,Mean Girls,Mean Girls,1,530.0000
1131,1131,Monica Lewinsky,Monica Lewinsky,1,530.0000
1132,1132,New York,New York,1,530.0000
1133,1133,No,yes,0,531.0000
1134,1134,James G. Kiernan,James G. Kiernan,1,531.0000
1135,1135,TVB Jade,Dragon TV,0,532.0000
1136,1136,Hamburgers,hamburgers,1,532.0000
1137,1137,"Dan Lin, Roy Lee, Phil Lord, Christopher Miller","Dan Lin, Roy Lee, Phil Lord and Christopher Miller",0,533.0000
1138,1138,Grays Athletic,Chelmsford,0,534.0000
1139,1139,Sigmund Freud,Sigmund Freud,1,534.0000
1140,1140,media for the 65.8 million,media for the 65.8 million,1,534.0000
1141,1141,1909,1909,1,534.0000
1142,1142,1970s and early 1980s,1970s,0,535.0000
1143,1143,1755 or 1757,"January 11, 1755 or 1757July",0,536.0000
1144,1144,Crackle,Crackle,1,536.0000
1145,1145,House of Windsor,Mountbatten family,0,537.0000
1146,1146,Shep Meyers,Shep Meyers,1,537.0000
1147,1147,1988,1988,1,537.0000
1148,1148,Continental Army,Continental Army,1,537.0000
1149,1149,James Tinling,James Tinling,1,537.0000
1150,1150,Defensive Coordinator,defensive coordinator,1,537.0000
1151,1151,No,no,1,537.0000
1152,1152,Stoner rock,rock,0,538.0000
1153,1153,Birmingham,"Birmingham, Alabama",0,539.0000
1154,1154,number one on the Alternative Songs chart,number 5,0,540.0000
1155,1155,"Max Martin, Savan Kotecha, Ilya Salmanzadeh","Max Martin, Savan Kotecha and Ilya Salmanzadeh",0,541.0000
1156,1156,No,Drunter und Drüber is a multiplayer board game invented by Klaus Teuber,0,542.0000
1157,1157,Darkroom,Darkroom,1,542.0000
1158,1158,"Nicol Williamson, John Gielgud",John Gielgud,0,543.0000
1159,1159,American,American,1,543.0000
1160,1160,The Late Late Show,The Late Late Show,1,543.0000
1161,1161,Comeng,Comeng and Clyde Engineering,0,544.0000
1162,1162,2014,2014,1,544.0000
1163,1163,SBS,SBS,1,544.0000
1164,1164,Manchester United,Premier League club Manchester United and the England national team,0,545.0000
1165,1165,MrJims.Pizza,Bearno's Pizza,0,546.0000
1166,1166,Serri,Serri,1,546.0000
1167,1167,25,25 laps,0,547.0000
1168,1168,Cuban,Cuban,1,547.0000
1169,1169,NBC,National Broadcasting Company,0,548.0000
1170,1170,SKUM,SKUM,1,548.0000
1171,1171,Randy Cunningham,Duke Cunningham,0,549.0000
1172,1172,BraveStarr,BraveStarr,1,549.0000
1173,1173,400 MW,400 MW,1,549.0000
1174,1174,Best Alternative Music Album,Best Alternative Music Album,1,549.0000
1175,1175,"Katherine Waterston played Chrisann Brennan in the 2015 film ""Steve Jobs.""",Steve Jobs,0,550.0000
1176,1176,Motörhead,Motörhead,1,550.0000
1177,1177,2,Over forty,0,551.0000
1178,1178,Eddie,Charlie Murphy,0,552.0000
1179,1179,Dirt track racing,Dirt track racing,1,552.0000
1180,1180,Reggie Jackson,"Reginald Martinez ""Reggie"" Jackson",0,553.0000
1181,1181,Reichsführer-SS,Reichsführer-SS,1,553.0000
1182,1182,Hermione Baddeley,Hermione Baddeley,1,553.0000
1183,1183,Kannada,Hindi,0,554.0000
1184,1184,Scott Carson,Scott Paul Carson,0,555.0000
1185,1185,Dublin,Dublin,1,555.0000
1186,1186,Bristol Olympus,British Bristol Olympus turbojet,0,556.0000
1187,1187,Bea Arthur,Bea Arthur,1,556.0000
1188,1188,Masatoshi Gündüz Ikeda,Abū Bakr ibn Muḥammad ibn al Ḥusayn al-Karajī,0,557.0000
1189,1189,Douglas Jackson,Douglas Jackson,1,557.0000
1190,1190,Rural Orissa,Orissa,0,558.0000
1191,1191,Tim Whelan,Tim Whelan,1,558.0000
1192,1192,Thorgan Hazard,Thorgan Ganael Francis Hazard,0,559.0000
1193,1193,1963,1963,1,559.0000
1194,1194,Forbes,"Forbes in the Central West region of New South Wales, Australia",0,560.0000
1195,1195,Larry Drake,Larry Richard Drake,0,561.0000
1196,1196,"Rear Adm. J. Edward Snyder, USN (Ret.)",Rear Adm. J. Edward Snyder,0,562.0000
1197,1197,Nobel Prize in Physics,Nobel Prize,0,563.0000
1198,1198,No value premium exists,The Vanguard Group,0,564.0000
1199,1199,Matthew Vaughn,Matthew Vaughn,1,564.0000
1200,1200,Cold Spring Historic District,Valhalla Highlands Historic District,0,565.0000
1201,1201,The Country Bears,The Country Bears,1,565.0000
1202,1202,Alan Young,Alan Young,1,565.0000
1203,1203,"September 30, 2009","September 30, 2009",1,565.0000
1204,1204,1907,1907,1,565.0000
1205,1205,No,no,1,565.0000
1206,1206,1959,1959,1,565.0000
1207,1207,In Pursuit,In Pursuit,1,565.0000
1208,1208,LBK,Operation Neptune,0,566.0000
1209,1209,My Beautiful Dark Twisted Fantasy,My Beautiful Dark Twisted Fantasy,1,566.0000
1210,1210,Nicholas Civella's Kansas City crime family,Kansas City crime family,0,567.0000
1211,1211,Montreal,Montreal,1,567.0000
1212,1212,Robert Erskine Childers,Robert Erskine Childers DSC,0,568.0000
1213,1213,Ravalli,"Ravalli County, Montana",0,569.0000
1214,1214,North Atlantic Conference,the North Atlantic Conference,1,569.0000
1215,1215,The Future,The Future,1,569.0000
1216,1216,Leonberger,The Leonberger is a giant dog breed.,0,570.0000
1217,1217,Tromeo and Juliet,Tromeo and Juliet,1,570.0000
1218,1218,No specific character or role is mentioned as being based on another character or role in the provided context.,"the Hanna-Barbera show ""Birdman and the Galaxy Trio.""",0,571.0000
1219,1219,Indianapolis Motor Speedway,Indianapolis Motor Speedway,1,571.0000
1220,1220,Argentine,Argentinian,0,572.0000
1221,1221,Sam the Sham,"Domingo ""Sam"" Samudio",0,573.0000
1222,1222,Mercer County,Bergen,0,574.0000
1223,1223,"September 25, 2015","October 16, 2015",0,575.0000
1224,1224,Los Angeles Dance Theater,The Los Angeles Dance Theater,1,575.0000
1225,1225,McG,McG,1,575.0000
1226,1226,Giotto,Giotto,1,575.0000
1227,1227,Ibn Arabi,ibnʿArabī,0,576.0000
1228,1228,Yes,no,0,577.0000
1229,1229,Elephant's back portion used in temple architecture,Sanskrit,0,578.0000
1230,1230,Beauty and the Beast,Beauty and the Beast,1,578.0000
1231,1231,Tennis,tennis,1,578.0000
1232,1232,No,yes,0,579.0000
1233,1233,Taylor Swift,Taylor Swift,1,579.0000
1234,1234,The Cosmopolitan of Las Vegas,Cosmopolitan of Las Vegas,1,579.0000
1235,1235,Eva Ibbotson,Eva Ibbotson,1,579.0000
1236,1236,8 km,8 km,1,579.0000
1237,1237,Yes,yes,1,579.0000
1238,1238,Montejo v. Louisiana,Montejo v. Louisiana,1,579.0000
1239,1239,Panther,The Panther,1,579.0000
1240,1240,Melanie Amaro,Leona Lewis,0,580.0000
1241,1241,C. W. Grafton,C. W. Grafton,1,580.0000
1242,1242,Janet Jackson,Janet Damita Jo Jackson,0,581.0000
1243,1243,Alan Turing,Alan Mathison Turing,0,582.0000
1244,1244,1869,11 November 1869,0,583.0000
1245,1245,Journalist,journalist,1,583.0000
1246,1246,Film direction,director,0,584.0000
1247,1247,MiMA,MiMA,1,584.0000
1248,1248,Circus Circus Las Vegas,Excalibur Hotel and Casino,0,585.0000
1249,1249,Imagine,John Lennon/Plastic Ono Band,0,586.0000
1250,1250,Jeremy Renner,Jeremy Renner,1,586.0000
1251,1251,Calgary,"Calgary, Alberta",0,587.0000
1252,1252,Nobel Prize,Nobel Prize in Literature,0,588.0000
1253,1253,Major Ployer Peter Hill,B-17 Flying Fortress bomber,0,589.0000
1254,1254,Shut Up,Shut Up,1,589.0000
1255,1255,2002,2002,1,589.0000
1256,1256,October 2012,"season six, episode 5, ""Invasion""",0,590.0000
1257,1257,The 2017 US Open was the 137th edition of tennis' US Open when Petra Kvitova was a quarterfinalist.,137th,0,591.0000
1258,1258,Brett Scallions,Brett Allen Scallions,0,592.0000
1259,1259,Key West,Key West,1,592.0000
1260,1260,American Music Club,Lawson,0,593.0000
1261,1261,Lord Chancellor,Lord Chancellor of England,0,594.0000
1262,1262,Kenny Young,Kenny Young,1,594.0000
1263,1263,fifteenth season,"""The Simpsons""' thirteenth season",0,595.0000
1264,1264,500 meters,500 metres,0,596.0000
1265,1265,Mississippi State,Campbellsville University,0,597.0000
1266,1266,New York City,modern-day New York City,0,598.0000
1267,1267,No,yes,0,599.0000
1268,1268,Stanislavsky's most brilliant student,his most brilliant student,0,600.0000
1269,1269,Milk,Pineapple Express,0,601.0000
1270,1270,Oklahoma,Oklahoma,1,601.0000
1271,1271,Las Vegas,Summerlin,0,602.0000
1272,1272,10 July 1873,1 September 1864,0,603.0000
1273,1273,The Spiderwick Chronicles,The Spiderwick Chronicles,1,603.0000
1274,1274,Hindi,Hindi,1,603.0000
1275,1275,Lucas Grabeel,Lucas Stephen Grabeel,0,604.0000
1276,1276,Pharmaceutical companies,Prescription Drug User Fee Act,0,605.0000
1277,1277,Balaji Baji Rao,"""Peshwa"" (Prime Minister)",0,606.0000
1278,1278,75,75 mi,0,607.0000
1279,1279,The Catcher in the Rye,The Catcher in the Rye,1,607.0000
1280,1280,Icehouse pieces,Icehouse pieces,1,607.0000
1281,1281,Chattahoochee,"""We'll Burn That Bridge""",0,608.0000
1282,1282,Governor,a governor,1,608.0000
1283,1283,Maurice Costello,Dylan O'Brien,0,609.0000
1284,1284,"June 24, 1935","June 24, 1935",1,609.0000
1285,1285,Adam Dawes,Adam Dawes,1,609.0000
1286,1286,World War II,World War II,1,609.0000
1287,1287,Conservative,British Conservative Party,0,610.0000
1288,1288,Clive Staples Lewis,Clive Staples Lewis,1,610.0000
1289,1289,"September 25, 2017","September 25, 2017",1,610.0000
1290,1290,Voices of Iraq,Voices of Iraq,1,610.0000
1291,1291,Tatton Park,Tatton Park,1,610.0000
1292,1292,No,no,1,610.0000
1293,1293,Royal Navy,Royal Navy,1,610.0000
1294,1294,Tampa Bay Lightning,Tampa Bay Lightning,1,610.0000
1295,1295,Yes,no,0,611.0000
1296,1296,Fairfax County,Fairfax County,1,611.0000
1297,1297,Speaker of the House,former Speaker of the U.S. House of Representatives,0,612.0000
1298,1298,Crataegus pinnatifida,tomato,0,613.0000
1299,1299,Gateways,Gateways,1,613.0000
1300,1300,Buddha's delight,Buddha's delight,1,613.0000
1301,1301,Big Machine Records,Big Machine Records,1,613.0000
1302,1302,Nicole Kidman,Nicole Kidman,1,613.0000
1303,1303,A scholar during the Joseon Dynasty who begins to write erotic novels,a scholar,0,614.0000
1304,1304,Yes,yes,1,614.0000
1305,1305,Double Crossed,Double Crossed,1,614.0000
1306,1306,Terry Gilliam,Terry Gilliam,1,614.0000
1307,1307,2011,2011,1,614.0000
1308,1308,Dresden,Battle of Dresden,0,615.0000
1309,1309,Northumbrian,Northumbrian,1,615.0000
1310,1310,super-regional shopping mall,super-regional shopping mall,1,615.0000
1311,1311,Yaadon Ki Baaraat,Tariq Khan,0,616.0000
1312,1312,The Ninth Gate,The Ninth Gate,1,616.0000
1313,1313,2nd Armored Division,2nd Armored Division,1,616.0000
1314,1314,Texas Highways,Texas Highways,1,616.0000
1315,1315,Raabta,Agent Vinod,0,617.0000
1316,1316,The Highwayman,Highwayman,1,617.0000
1317,1317,Columbus,Columbus,1,617.0000
1318,1318,Hudson Bay Mining and Smelting Company,Hudson Bay Mining and Smelting Company,1,617.0000
1319,1319,1895,1895,1,617.0000
1320,1320,"October 17, 2017","October 17, 2017",1,617.0000
1321,1321,USS Essex (CV-9),USS Essex,0,618.0000
1322,1322,A united Ireland,united Ireland,1,618.0000
1323,1323,1997,since 2007,0,619.0000
1324,1324,Reinis Sējāns,Jānis Strazdiņš,0,620.0000
1325,1325,Sir Frank P. Lowy,Frank Lowy,0,621.0000
1326,1326,supernatural psychological horror,American supernatural psychological horror film,0,622.0000
1327,1327,a homeward bounder,sailor,0,623.0000
1328,1328,Charles Hastings Judd,Colonel Charles Hastings Judd,0,624.0000
1329,1329,every aspect of public and private life,every aspect of public and private life,1,624.0000
1330,1330,Magdalen College,Magdalen College,1,624.0000
1331,1331,Stedelijk Museum Amsterdam,Stedelijk Museum Amsterdam,1,624.0000
1332,1332,1974,1974,1,624.0000
1333,1333,Mount Everest,Mount Everest,1,624.0000
1334,1334,1994,1994,1,624.0000
1335,1335,Italian Alps,Lombardy,0,625.0000
1336,1336,Keith Urban,Ryan Seacrest,0,626.0000
1337,1337,CBS,CBS,1,626.0000
1338,1338,1984 South Asian Games,1984 South Asian Games,1,626.0000
1339,1339,Animated,Animation,0,627.0000
1340,1340,Christopher,Ann,0,628.0000
1341,1341,Phil Collins,Phil Collins,1,628.0000
1342,1342,Chuck E. Cheese's,Chuck E. Cheese's,1,628.0000
1343,1343,"Boston, Providence, Hartford, New York City, Philadelphia, Wilmington, Baltimore, and Washington, D.C.","Boston, Providence, Hartford, New York City, Philadelphia, Wilmington, Baltimore, and Washington, D.C.",1,628.0000
1344,1344,Ian McEwan,Langston Hughes,0,629.0000
1345,1345,The View,the fourth hour of the TODAY Show,0,630.0000
1346,1346,2006,2006 season,0,631.0000
1347,1347,"Montreal, Quebec",Montreal,0,632.0000
1348,1348,Tamzin Outhwaite,Tamzin Outhwaite,1,632.0000
1349,1349,Clinton,Clinton,1,632.0000
1350,1350,documentary,documentary,1,632.0000
1351,1351,"Wilmette, Illinois",Wilmette,0,633.0000
1352,1352,Yes,no,0,634.0000
1353,1353,Beijing Dance Academy,Beijing Dance Academy,1,634.0000
1354,1354,Where Sinners Meet,Revengers Tragedy,0,635.0000
1355,1355,Enterprise Rent-A-Car,Budget Rent a Car,0,636.0000
1356,1356,Traverse City,"143,372",0,637.0000
1357,1357,Euripides,Euripides,1,637.0000
1358,1358,Charles Nungesser,Charles Eugène,0,638.0000
1359,1359,Cambridge University,Cambridge University,1,638.0000
1360,1360,Wikimedia Foundation,Wikimedia Foundation,1,638.0000
1361,1361,Vice President,President of the United States,0,639.0000
1362,1362,Ballarat Bitter,Ballarat Bitter is a 4.9% (abv) Australian beer,0,640.0000
1363,1363,Shane Meadows,directed by Shane Meadows,0,641.0000
1364,1364,American,Irish,0,642.0000
1365,1365,The Itchy & Scratchy Show,The Itchy & Scratchy Show,1,642.0000
1366,1366,Graduados,Graduados,1,642.0000
1367,1367,Bob Seger,Bob Seger,1,642.0000
1368,1368,2007 BCS National Championship Game,2004 Nokia Sugar Bowl,0,643.0000
1369,1369,McLean,"McLean, Virginia",0,644.0000
1370,1370,Daisy Chainsaw,Daisy Chainsaw,1,644.0000
1371,1371,Weekly Shonen Jump,Rolling Stone,0,645.0000
1372,1372,Sex Drive,Sex Drive,1,645.0000
1373,1373,Donald John Trump Jr.,Donald Trump Jr.,0,646.0000
1374,1374,No,no,1,646.0000
1375,1375,"Leslie James ""Les"" Clark",Ub Iwerks,0,647.0000
1376,1376,Private,private,1,647.0000
1377,1377,Todd Phillips,Todd Phillips,1,647.0000
1378,1378,1918,1887,0,648.0000
1379,1379,"Hoffman Estates, Illinois, United States","Hoffman Estates, Illinois",0,649.0000
1380,1380,United States of America,The United States of America,1,649.0000
1381,1381,Wiz Khalifa,Wiz Khalifa,1,649.0000
1382,1382,Randy Orton,Randy Orton,1,649.0000
1383,1383,George Raft,George Raft,1,649.0000
1384,1384,Don S. Davis,Don S. Davis,1,649.0000
1385,1385,Emad Hashim,Emad Hashim,1,649.0000
1386,1386,Harper's Bazaar,Harper's Bazaar,1,649.0000
1387,1387,Monticello,Monticello,1,649.0000
1388,1388,Scott Edward Adkins,Scott Adkins,0,650.0000
1389,1389,Mastered recordings,mastered recordings,1,650.0000
1390,1390,New York City,New York City,1,650.0000
1391,1391,"76,416","76,416",1,650.0000
1392,1392,1599,1599,1,650.0000
1393,1393,Yes,no,0,651.0000
1394,1394,Yes,yes,1,651.0000
1395,1395,1943,1943,1,651.0000
1396,1396,"September 14, 1933",last seen in 1933,0,652.0000
1397,1397,Mixed Martial Arts,mixed martial arts,1,652.0000
1398,1398,YG Entertainment,YG Entertainment,1,652.0000
1399,1399,Patterns of Sexual Behavior,Patterns of Sexual Behavior,1,652.0000
1400,1400,Melbourne,"Melbourne, Australia",0,653.0000
1401,1401,Ringo Starr,Ringo Starr,1,653.0000
1402,1402,Saint,saint,1,653.0000
1403,1403,Musician,musician,1,653.0000
1404,1404,Azeroth,Azeroth,1,653.0000
1405,1405,Yes,yes,1,653.0000
1406,1406,Shakespeare performances,Shakespeare performances,1,653.0000
1407,1407,University of Texas at Austin,University of Texas at Austin,1,653.0000
1408,1408,writer,writer,1,653.0000
1409,1409,All Nippon Airways,All Nippon,0,654.0000
1410,1410,Hirsch index rating,Hirsch index rating,1,654.0000
1411,1411,early 20s,early 20s,1,654.0000
1412,1412,Over 281,281,0,655.0000
1413,1413,Albanian political party,Albanian political party in Montenegro,0,656.0000
1414,1414,"blood, platelets, and plasma","blood, platelets, and plasma",1,656.0000
1415,1415,No,no,1,656.0000
1416,1416,Dundee Canal,Dundee Canal,1,656.0000
1417,1417,John R. Sheehy,Ed Lee,0,657.0000
1418,1418,Spring city,Spring city,1,657.0000
1419,1419,Christianity Today,evangelical Christian periodical,0,658.0000
1420,1420,Venice,Venice,1,658.0000
1421,1421,Father Dougal McGuire,Father Dougal McGuire,1,658.0000
1422,1422,2009,2009,1,658.0000
1423,1423,Scottish Premiership club Hibernian,Scottish Premiership club Hibernian,1,658.0000
1424,1424,20,20 assists,0,659.0000
1425,1425,Charmed,Charmed,1,659.0000
1426,1426,The Longest Yard,The Longest Yard,1,659.0000
1427,1427,Magnus Carlsen,Sven Magnus,0,660.0000
1428,1428,Shanghai,Shanghai,1,660.0000
1429,1429,Windigo,Wendigo,0,661.0000
1430,1430,8th century,between the 8th and 16th centuries,0,662.0000
1431,1431,2016,2016,1,662.0000
1432,1432,U.S. Representative,United States Senator,0,663.0000
1433,1433,Go Ara,Jung Yun-ho,0,664.0000
1434,1434,"December 18, 1831","January 18, 1813",0,665.0000
1435,1435,1950,1950,1,665.0000
1436,1436,6,250,0,666.0000
1437,1437,Tennis,former tennis player,0,667.0000
1438,1438,821,821,1,667.0000
1439,1439,No,no,1,667.0000
1440,1440,June 1925,June 1925,1,667.0000
1441,1441,Bryan White,Bryan Shelton White,0,668.0000
1442,1442,1962,1962,1,668.0000
1443,1443,Wichita,Wichita,1,668.0000
1444,1444,Carnatic,Carnatic music,0,669.0000
1445,1445,American teenager,superhero roles as the Marvel Comics,0,670.0000
1446,1446,Am Rong,Am Rong,1,670.0000
1447,1447,Macaronesia,Macaronesia,1,670.0000
1448,1448,Mississippi University for Women v. Hogan,Mississippi University for Women,0,671.0000
1449,1449,high school diploma or GED,high school diploma or GED,1,671.0000
1450,1450,Michael Crawford,Michael Patrick Smith,0,672.0000
1451,1451,13–3,a record of 13–3,0,673.0000
1452,1452,approximately 650 locations,650 locations,0,674.0000
1453,1453,"one of Lithuania's most talented actors, both in comedy and drama.",one of Lithuania's most talented actors,0,675.0000
1454,1454,Bourbon County,Bourbon County,1,675.0000
1455,1455,"Johann Sebastian Bach, Karlheinz Stockhausen, Terry Riley, Philip Glass and Moondog",hardcore,0,676.0000
1456,1456,712 Fifth Avenue,712 5th Avenue,0,677.0000
1457,1457,Aleksandr Ivanovsky,Aleksandr Ivanovsky,1,677.0000
