step,pred,label,correct,cumulative_regret
1116,the Paleo-Indians,Paleo-Indians,1,537.0000
1117,22 November 1761,22 November,0,538.0000
1118,No,no,1,538.0000
1119,James Franco,James Franco,1,538.0000
1120,Alexander Porfiryevich Borodin,Alexander Porfiryevich Borodin,1,538.0000
1121,film critic,author,0,539.0000
1122,no,no,1,539.0000
1123,Dana Fox,Dana Fox,1,539.0000
1124,"Frida, en trotjänarinna","Frida, en trotjänarinna",1,539.0000
1125,Jordan Peele and Alex Rubens,Jordan Peele,0,540.0000
1126,WAMC,WAMC,1,540.0000
1127,William Bonfield,Alistair Grant,0,541.0000
1128,genus,genus,1,541.0000
1129,Lowe's,Lowe's,1,541.0000
1130,Mean Girls,Mean Girls,1,541.0000
1131,Monica Lewinsky,Monica Lewinsky,1,541.0000
1132,New York,New York,1,541.0000
1133,Walt Disney Company,yes,0,542.0000
1134,James G. Kiernan,James G. Kiernan,1,542.0000
1135,SNH48,Dragon TV,0,543.0000
1136,fried chicken,hamburgers,0,544.0000
1137,"Phil Lord, Christopher Miller","Dan Lin, Roy Lee, Phil Lord and Christopher Miller",0,545.0000
1138,Chelmsford City,Chelmsford,0,546.0000
1139,Sigmund Freud,Sigmund Freud,1,546.0000
1140,media for the 65.8 million,media for the 65.8 million,1,546.0000
1141,1909,1909,1,546.0000
1142,1970s,1970s,1,546.0000
1143,1965,"January 11, 1755 or 1757July",0,547.0000
1144,Crackle,Crackle,1,547.0000
1145,House of Windsor,Mountbatten family,0,548.0000
1146,Coleman Hawkins,Shep Meyers,0,549.0000
1147,1988,1988,1,549.0000
1148,Continental Army,Continental Army,1,549.0000
1149,James Tinling,James Tinling,1,549.0000
1150,defensive coordinator,defensive coordinator,1,549.0000
1151,Yes,no,0,550.0000
1152,rock,rock,1,550.0000
1153,Birmingham,"Birmingham, Alabama",0,551.0000
1154,number 2,number 5,0,552.0000
1155,"Max Martin, Savan Kotecha, Ilya Salmanzadeh","Max Martin, Savan Kotecha and Ilya Salmanzadeh",0,553.0000
1156,yes,Drunter und Drüber is a multiplayer board game invented by Klaus Teuber,0,554.0000
1157,Darkroom,Darkroom,1,554.0000
1158,"Nicol Williamson, John Gielgud",John Gielgud,0,555.0000
1159,American,American,1,555.0000
1160,The Late Late Show,The Late Late Show,1,555.0000
1161,Comeng,Comeng and Clyde Engineering,0,556.0000
1162,2014,2014,1,556.0000
1163,SBS,SBS,1,556.0000
1164,Manchester United,Premier League club Manchester United and the England national team,0,557.0000
1165,Patxi's Chicago Pizza,Bearno's Pizza,0,558.0000
1166,Serri,Serri,1,558.0000
1167,25,25 laps,0,559.0000
1168,Cuban,Cuban,1,559.0000
1169,NBC,National Broadcasting Company,0,560.0000
1170,SKUM,SKUM,1,560.0000
1171,Duke Cunningham,Duke Cunningham,1,560.0000
1172,BraveStarr,BraveStarr,1,560.0000
1173,400 MW,400 MW,1,560.0000
1174,Best Alternative Music Album,Best Alternative Music Album,1,560.0000
1175,actress,Steve Jobs,0,561.0000
1176,Motörhead,Motörhead,1,561.0000
1177,2,Over forty,0,562.0000
1178,Charlie Murphy,Charlie Murphy,1,562.0000
1179,Dirt track racing,Dirt track racing,1,562.0000
1180,Reggie Jackson,"Reginald Martinez ""Reggie"" Jackson",0,563.0000
1181,Reichsführer-SS,Reichsführer-SS,1,563.0000
1182,Hermione Baddeley,Hermione Baddeley,1,563.0000
1183,Kannada,Hindi,0,564.0000
1184,Frank Fielding,Scott Paul Carson,0,565.0000
1185,Dublin,Dublin,1,565.0000
1186,Bristol Olympus,British Bristol Olympus turbojet,0,566.0000
1187,Bea Arthur,Bea Arthur,1,566.0000
1188,Masatoshi Gündüz Ikeda,Abū Bakr ibn Muḥammad ibn al Ḥusayn al-Karajī,0,567.0000
1189,Douglas Jackson,Douglas Jackson,1,567.0000
1190,rural Orissa,Orissa,0,568.0000
1191,Tim Whelan,Tim Whelan,1,568.0000
1192,Thorgan Hazard,Thorgan Ganael Francis Hazard,0,569.0000
1193,1963,1963,1,569.0000
1194,Forbes,"Forbes in the Central West region of New South Wales, Australia",0,570.0000
1195,Larry Drake,Larry Richard Drake,0,571.0000
1196,J. Edward Snyder,Rear Adm. J. Edward Snyder,0,572.0000
1197,Nobel Prize in Physics,Nobel Prize,0,573.0000
1198,Fama and French's research is period dependent.,The Vanguard Group,0,574.0000
1199,Dexter Fletcher,Matthew Vaughn,0,575.0000
1200,Cold Spring Historic District,Valhalla Highlands Historic District,0,576.0000
1201,The Country Bears,The Country Bears,1,576.0000
1202,Alan Young,Alan Young,1,576.0000
1203,"September 30, 2009","September 30, 2009",1,576.0000
1204,1907,1907,1,576.0000
1205,yes,no,0,577.0000
1206,1959,1959,1,577.0000
1207,In Pursuit,In Pursuit,1,577.0000
1208,LBK,Operation Neptune,0,578.0000
1209,Graduation,My Beautiful Dark Twisted Fantasy,0,579.0000
1210,Kansas City crime family,Kansas City crime family,1,579.0000
1211,Toronto,Montreal,0,580.0000
1212,Robert Erskine Childers,Robert Erskine Childers DSC,0,581.0000
1213,Montana,"Ravalli County, Montana",0,582.0000
1214,North Atlantic Conference,the North Atlantic Conference,1,582.0000
1215,Bridesmaids,The Future,0,583.0000
1216,Leonberger,The Leonberger is a giant dog breed.,0,584.0000
1217,Tromeo and Juliet,Tromeo and Juliet,1,584.0000
1218,"Gary Cole's character is based on various sources including the TV series 'Midnight Caller', 'American Gothic', 'Crusade', and 'Veep'. Additionally, he voiced the title character of 'Harvey Birdman, Attorney at Law'.","the Hanna-Barbera show ""Birdman and the Galaxy Trio.""",0,585.0000
1219,Indianapolis Motor Speedway,Indianapolis Motor Speedway,1,585.0000
1220,Argentine,Argentinian,0,586.0000
1221,Sam the Sham,"Domingo ""Sam"" Samudio",0,587.0000
1222,Bergen County,Bergen,0,588.0000
1223,"September 25, 2015","October 16, 2015",0,589.0000
1224,Los Angeles Dance Theater,The Los Angeles Dance Theater,1,589.0000
1225,McG,McG,1,589.0000
1226,Giotto,Giotto,1,589.0000
1227,Ibn Arabi,ibnʿArabī,0,590.0000
1228,yes,no,0,591.0000
1229,Gaja in Sanskrit means Elephant.,Sanskrit,0,592.0000
1230,Beauty and the Beast,Beauty and the Beast,1,592.0000
1231,Tennis,tennis,1,592.0000
1232,yes,yes,1,592.0000
1233,Taylor Swift,Taylor Swift,1,592.0000
1234,The Cosmopolitan,Cosmopolitan of Las Vegas,0,593.0000
1235,Eva Ibbotson,Eva Ibbotson,1,593.0000
1236,8 km,8 km,1,593.0000
1237,Yes,yes,1,593.0000
1238,Brewer v. Williams,Montejo v. Louisiana,0,594.0000
1239,Panther,The Panther,1,594.0000
1240,Melanie Amaro,Leona Lewis,0,595.0000
1241,C. W. Grafton,C. W. Grafton,1,595.0000
1242,Janet Jackson,Janet Damita Jo Jackson,0,596.0000
1243,Alan Turing,Alan Mathison Turing,0,597.0000
1244,1869,11 November 1869,0,598.0000
1245,journalist,journalist,1,598.0000
1246,director,director,1,598.0000
1247,MiMA,MiMA,1,598.0000
1248,Circus Circus Las Vegas,Excalibur Hotel and Casino,0,599.0000
1249,Imagine,John Lennon/Plastic Ono Band,0,600.0000
1250,Jeremy Renner,Jeremy Renner,1,600.0000
1251,Calgary,"Calgary, Alberta",0,601.0000
1252,Nobel Prize in Literature,Nobel Prize in Literature,1,601.0000
1253,B-17 Flying Fortress,B-17 Flying Fortress bomber,0,602.0000
1254,Shut Up,Shut Up,1,602.0000
1255,2002,2002,1,602.0000
1256,2005,"season six, episode 5, ""Invasion""",0,603.0000
1257,137th,137th,1,603.0000
1258,Brett Scallions,Brett Allen Scallions,0,604.0000
1259,Key West,Key West,1,604.0000
1260,Lawson,Lawson,1,604.0000
1261,Lord Chancellor,Lord Chancellor of England,0,605.0000
1262,Kenny Young,Kenny Young,1,605.0000
1263,13th season,"""The Simpsons""' thirteenth season",0,606.0000
1264,500 metres,500 metres,1,606.0000
1265,Purdue University,Campbellsville University,0,607.0000
1266,New York City,modern-day New York City,0,608.0000
1267,yes,yes,1,608.0000
1268,his most brilliant student,his most brilliant student,1,608.0000
1269,Milk,Pineapple Express,0,609.0000
1270,Oklahoma,Oklahoma,1,609.0000
1271,Las Vegas,Summerlin,0,610.0000
1272,10 July 1873,1 September 1864,0,611.0000
1273,The Spiderwick Chronicles,The Spiderwick Chronicles,1,611.0000
1274,romantic crime comedy,Hindi,0,612.0000
1275,Alyson Stoner,Lucas Stephen Grabeel,0,613.0000
1276,pharmaceutical companies,Prescription Drug User Fee Act,0,614.0000
1277,Peshwa,"""Peshwa"" (Prime Minister)",0,615.0000
1278,75 mi,75 mi,1,615.0000
1279,The Catcher in the Rye,The Catcher in the Rye,1,615.0000
1280,Icehouse pieces,Icehouse pieces,1,615.0000
1281,Chattahoochee,"""We'll Burn That Bridge""",0,616.0000
1282,Chairman and Chief Executive Officer of E. F. Hutton & Co.,a governor,0,617.0000
1283,Maurice Costello,Dylan O'Brien,0,618.0000
1284,1935,"June 24, 1935",0,619.0000
1285,Adam Dawes,Adam Dawes,1,619.0000
1286,World War II,World War II,1,619.0000
1287,Conservative Party,British Conservative Party,0,620.0000
1288,C. S. Lewis,Clive Staples Lewis,0,621.0000
1289,"September 25, 2017","September 25, 2017",1,621.0000
1290,The Climb,Voices of Iraq,0,622.0000
1291,Tatton Park,Tatton Park,1,622.0000
1292,No,no,1,622.0000
1293,Royal Navy,Royal Navy,1,622.0000
1294,Tampa Bay Lightning,Tampa Bay Lightning,1,622.0000
1295,No,no,1,622.0000
1296,Fairfax County,Fairfax County,1,622.0000
1297,Speaker of the House,former Speaker of the U.S. House of Representatives,0,623.0000
1298,strawberry,tomato,0,624.0000
1299,Gateways,Gateways,1,624.0000
1300,Buddha's delight,Buddha's delight,1,624.0000
1301,Big Machine Records,Big Machine Records,1,624.0000
1302,Nicole Kidman,Nicole Kidman,1,624.0000
1303,Forbidden Quest,a scholar,0,625.0000
1304,no,yes,0,626.0000
1305,Double Crossed,Double Crossed,1,626.0000
1306,Terry Gilliam,Terry Gilliam,1,626.0000
1307,2011,2011,1,626.0000
1308,Battle of Dresden,Battle of Dresden,1,626.0000
1309,Northumbrian dialect,Northumbrian,0,627.0000
1310,super-regional shopping mall,super-regional shopping mall,1,627.0000
1311,Yaadon Ki Baaraat,Tariq Khan,0,628.0000
1312,The Ninth Gate,The Ninth Gate,1,628.0000
1313,2nd Armored Division,2nd Armored Division,1,628.0000
1314,Texas Highways,Texas Highways,1,628.0000
1315,Agent Vinod,Agent Vinod,1,628.0000
1316,The Highwayman,Highwayman,1,628.0000
1317,Columbus,Columbus,1,628.0000
1318,Hudson Bay Mining and Smelting Company,Hudson Bay Mining and Smelting Company,1,628.0000
1319,1895,1895,1,628.0000
1320,WWE 2K18,"October 17, 2017",0,629.0000
1321,USS Essex (CV-9),USS Essex,0,630.0000
1322,a united Ireland,united Ireland,1,630.0000
1323,2007,since 2007,0,631.0000
1324,Reinis Sējāns,Jānis Strazdiņš,0,632.0000
1325,Frank Lowy,Frank Lowy,1,632.0000
1326,Rings,American supernatural psychological horror film,0,633.0000
1327,a homeward bounder,sailor,0,634.0000
1328,Charles Hastings Judd,Colonel Charles Hastings Judd,0,635.0000
1329,every aspect of public and private life,every aspect of public and private life,1,635.0000
1330,Magdalen College,Magdalen College,1,635.0000
1331,Stedelijk Museum Amsterdam,Stedelijk Museum Amsterdam,1,635.0000
1332,1939,1974,0,636.0000
1333,Mount Everest,Mount Everest,1,636.0000
1334,1994,1994,1,636.0000
1335,Italian Alps,Lombardy,0,637.0000
1336,Randy Jackson,Ryan Seacrest,0,638.0000
1337,CBS,CBS,1,638.0000
1338,1984 South Asian Games,1984 South Asian Games,1,638.0000
1339,animated fantasy,Animation,0,639.0000
1340,Sela,Ann,0,640.0000
1341,Phil Collins,Phil Collins,1,640.0000
1342,Jet's Pizza,Chuck E. Cheese's,0,641.0000
1343,"Boston, Providence, Hartford, New York City, Philadelphia, Wilmington, Baltimore, and Washington, D.C.","Boston, Providence, Hartford, New York City, Philadelphia, Wilmington, Baltimore, and Washington, D.C.",1,641.0000
1344,Ian McEwan,Langston Hughes,0,642.0000
1345,The View,the fourth hour of the TODAY Show,0,643.0000
1346,2006 St. Louis Cardinals season,2006 season,0,644.0000
1347,"Montreal, Quebec, Canada",Montreal,0,645.0000
1348,Tamzin Outhwaite,Tamzin Outhwaite,1,645.0000
1349,Clinton Administration,Clinton,0,646.0000
1350,documentary,documentary,1,646.0000
1351,Chicago,Wilmette,0,647.0000
1352,Yes,no,0,648.0000
1353,Beijing Dance Academy,Beijing Dance Academy,1,648.0000
1354,Where Sinners Meet,Revengers Tragedy,0,649.0000
1355,Enterprise Rent-A-Car,Budget Rent a Car,0,650.0000
1356,Cedar,"143,372",0,651.0000
1357,Madge Jenison,Euripides,0,652.0000
1358,Charles Nungesser and François Coli,Charles Eugène,0,653.0000
1359,Cambridge University,Cambridge University,1,653.0000
1360,Wikimedia Foundation,Wikimedia Foundation,1,653.0000
1361,Vice President,President of the United States,0,654.0000
1362,Ballarat Bitter,Ballarat Bitter is a 4.9% (abv) Australian beer,0,655.0000
1363,Shane Meadows,directed by Shane Meadows,0,656.0000
1364,American,Irish,0,657.0000
1365,The Itchy & Scratchy Show,The Itchy & Scratchy Show,1,657.0000
1366,Graduados,Graduados,1,657.0000
1367,Bob Seger,Bob Seger,1,657.0000
1368,2003 LSU Tigers football team,2004 Nokia Sugar Bowl,0,658.0000
1369,"McLean, Virginia","McLean, Virginia",1,658.0000
1370,Daisy Chainsaw,Daisy Chainsaw,1,658.0000
1371,Rolling Stone,Rolling Stone,1,658.0000
1372,Sex Drive,Sex Drive,1,658.0000
1373,Donald John Trump Jr.,Donald Trump Jr.,0,659.0000
1374,No,no,1,659.0000
1375,Ub Iwerks and Walt Disney,Ub Iwerks,0,660.0000
1376,private,private,1,660.0000
1377,Todd Phillips,Todd Phillips,1,660.0000
1378,1967,1887,0,661.0000
1379,New York City,"Hoffman Estates, Illinois",0,662.0000
1380,United States,The United States of America,0,663.0000
1381,Wiz Khalifa,Wiz Khalifa,1,663.0000
1382,Randy Orton,Randy Orton,1,663.0000
1383,George Raft,George Raft,1,663.0000
1384,Don S. Davis,Don S. Davis,1,663.0000
1385,Emad Hashim,Emad Hashim,1,663.0000
1386,Harper's Bazaar,Harper's Bazaar,1,663.0000
1387,Monticello,Monticello,1,663.0000
1388,Scott Adkins,Scott Adkins,1,663.0000
1389,mastered recordings for many well known musicians,mastered recordings,0,664.0000
1390,New York City,New York City,1,664.0000
1391,"76,416","76,416",1,664.0000
1392,1599,1599,1,664.0000
1393,Yes,no,0,665.0000
1394,yes,yes,1,665.0000
1395,1943,1943,1,665.0000
1396,1933,last seen in 1933,0,666.0000
1397,mixed martial arts,mixed martial arts,1,666.0000
1398,YG Entertainment,YG Entertainment,1,666.0000
1399,Patterns of Sexual Behavior,Patterns of Sexual Behavior,1,666.0000
1400,Melbourne,"Melbourne, Australia",0,667.0000
1401,Ringo Starr,Ringo Starr,1,667.0000
1402,saints,saint,0,668.0000
1403,singer,musician,0,669.0000
1404,Azeroth,Azeroth,1,669.0000
1405,yes,yes,1,669.0000
1406,Shakespeare performances,Shakespeare performances,1,669.0000
1407,University of Texas at Austin,University of Texas at Austin,1,669.0000
1408,writer,writer,1,669.0000
1409,All Nippon Airways,All Nippon,0,670.0000
1410,Hirsch index rating,Hirsch index rating,1,670.0000
1411,18,early 20s,0,671.0000
1412,281,281,1,671.0000
1413,political party,Albanian political party in Montenegro,0,672.0000
1414,"human blood, platelets, and plasma","blood, platelets, and plasma",0,673.0000
1415,No,no,1,673.0000
1416,Dundee Canal,Dundee Canal,1,673.0000
1417,Jeff Sheehy,Ed Lee,0,674.0000
1418,Spring city,Spring city,1,674.0000
1419,Christianity Today,evangelical Christian periodical,0,675.0000
1420,Venice,Venice,1,675.0000
1421,Father Dougal McGuire,Father Dougal McGuire,1,675.0000
1422,1995,2009,0,676.0000
1423,Hibernian,Scottish Premiership club Hibernian,0,677.0000
1424,20,20 assists,0,678.0000
1425,Charmed,Charmed,1,678.0000
1426,Vera Cruz,The Longest Yard,0,679.0000
1427,Magnus Carlsen,Sven Magnus,0,680.0000
1428,Shanghai,Shanghai,1,680.0000
1429,Wendigo,Wendigo,1,680.0000
1430,8th century,between the 8th and 16th centuries,0,681.0000
1431,2016,2016,1,681.0000
1432,Chris Van Hollen,United States Senator,0,682.0000
1433,Go Ara,Jung Yun-ho,0,683.0000
1434,Joseph Glidden,"January 18, 1813",0,684.0000
1435,1950,1950,1,684.0000
1436,6,250,0,685.0000
1437,tennis players,former tennis player,0,686.0000
1438,821,821,1,686.0000
1439,No,no,1,686.0000
1440,1925,June 1925,0,687.0000
1441,Bryan White,Bryan Shelton White,0,688.0000
1442,1962,1962,1,688.0000
1443,Wichita,Wichita,1,688.0000
1444,Carnatic music,Carnatic music,1,688.0000
1445,Sam Docherty,superhero roles as the Marvel Comics,0,689.0000
1446,Am Rong,Am Rong,1,689.0000
1447,Canary Islands,Macaronesia,0,690.0000
1448,Mississippi University for Women v. Hogan,Mississippi University for Women,0,691.0000
1449,high school diploma or GED,high school diploma or GED,1,691.0000
1450,Michael Crawford,Michael Patrick Smith,0,692.0000
1451,13–3,a record of 13–3,0,693.0000
1452,approximately 650 locations,650 locations,0,694.0000
1453,one of Lithuania's most talented actors,one of Lithuania's most talented actors,1,694.0000
1454,Bourbon County,Bourbon County,1,694.0000
1455,"Johann Sebastian Bach, Karlheinz Stockhausen, Terry Riley, Philip Glass and Moondog",hardcore,0,695.0000
1456,712 Fifth Avenue,712 5th Avenue,0,696.0000
1457,Aleksandr Ivanovsky,Aleksandr Ivanovsky,1,696.0000
1458,Nikhil Banerjee,Nikhil Banerjee,1,696.0000
1459,Remix,Remix,1,696.0000
1460,Orson Welles,Orson Welles,1,696.0000
1461,Oldham County,Oldham County,1,696.0000
1462,MGM Grand fire,Dupont Plaza Hotel,0,697.0000
1463,Motion City Soundtrack,Motion City Soundtrack,1,697.0000
1464,"Prince Robert, Duke of Chartres",Otto Eduard Leopold,0,698.0000
1465,Marmakhel Tribe,grand assembly,0,699.0000
1466,Delmer Daves,Delmer Lawrence Daves,0,700.0000
1467,Martha Wainwright,Gary Lightbody,0,701.0000
1468,Odawa,Odawa,1,701.0000
1469,Louisville Bats,Louisville RiverBats,0,702.0000
1470,"Peterhouse, Cambridge",The Dragon School in Oxford,0,703.0000
1471,Lord Dunmore,Royal Governor Lord Dunmore,0,704.0000
1472,Thomas Mann,Paul Thomas Mann,0,705.0000
1473,Wavves,Social Code,0,706.0000
1474,"Bury St Edmunds, Suffolk, England","Bury St Edmunds,",0,707.0000
1475,no,no,1,707.0000
1476,Edward Sharpe and the Magnetic Zeros,Louis XIV,0,708.0000
1477,William Shakespeare,William Shakespeare,1,708.0000
1478,Yes,yes,1,708.0000
1479,Letters to Cleo,Letters to Cleo,1,708.0000
1480,paracycling,paracyclist,0,709.0000
1481,29 days,29,0,710.0000
1482,Aqua,Aqua,1,710.0000
1483,George Harrison,George Harrison,1,710.0000
1484,English Electric Canberra,English Electric Canberra,1,710.0000
1485,1999,2003,0,711.0000
1486,Bigg Boss 10,the tenth season,0,712.0000
1487,Kochi,Mumbai,0,713.0000
1488,Seldom Jackson,Seldom Jackson,1,713.0000
1489,more than 20,20,0,714.0000
1490,National Society of Daughters of the American Revolution (NSDAR),the National Society of Daughters of the American Revolution,0,715.0000
1491,Central Avenue,State Street,0,716.0000
1492,HBO World Championship Boxing,HBO World Championship Boxing,1,716.0000
1493,Ponca City,Oklahoma City,0,717.0000
1494,Adorable,Adorable,1,717.0000
1495,BoxRec,"""The Ring"" magazine",0,718.0000
1496,Stacey Kent,Stacey Kent,1,718.0000
1497,Roberta Vinci,Roberta Vinci,1,718.0000
1498,Robert Digges Wimberly Connor,Robert Digges Wimberly Connor,1,718.0000
1499,340,"1,925 yards",0,719.0000
